,subject,dataset,no_face_frames,multi_face_frames,mark
664,14,UBFC-rPPG,0,0,-1
665,15,UBFC-rPPG,0,0,-1
666,16,UBFC-rPPG,0,0,-1
667,17,UBFC-rPPG,0,0,-1
668,18,UBFC-rPPG,0,0,-1
669,20,UBFC-rPPG,0,0,-1
670,23,UBFC-rPPG,0,0,-1
671,24,UBFC-rPPG,0,0,-1
672,25,UBFC-rPPG,0,0,-1
673,26,UBFC-rPPG,0,0,-1
674,27,UBFC-rPPG,0,0,-1
675,3,UBFC-rPPG,0,0,-1
676,30,UBFC-rPPG,0,0,-1
677,31,UBFC-rPPG,0,0,-1
678,32,UBFC-rPPG,0,0,-1
679,33,UBFC-rPPG,0,0,-1
680,34,UBFC-rPPG,0,0,-1
681,35,UBFC-rPPG,0,0,-1
682,36,UBFC-rPPG,0,0,-1
683,37,UBFC-rPPG,0,0,-1
684,38,UBFC-rPPG,0,0,-1
685,39,UBFC-rPPG,0,0,-1
686,4,UBFC-rPPG,0,0,-1
687,40,UBFC-rPPG,0,0,-1
688,41,UBFC-rPPG,0,0,-1
689,42,UBFC-rPPG,0,0,-1
690,43,UBFC-rPPG,0,0,-1
691,44,UBFC-rPPG,0,0,-1
692,45,UBFC-rPPG,0,0,-1
693,46,UBFC-rPPG,0,0,-1
694,47,UBFC-rPPG,0,0,-1
695,48,UBFC-rPPG,0,0,-1
696,49,UBFC-rPPG,0,0,-1
697,5,UBFC-rPPG,0,0,-1
698,8,UBFC-rPPG,0,0,-1
699,9,UBFC-rPPG,0,0,-1
700,1,UBFC-rPPG,0,0,-1
701,10,UBFC-rPPG,0,0,-1
702,11,UBFC-rPPG,0,0,-1
703,12,UBFC-rPPG,0,0,-1
704,13,UBFC-rPPG,0,0,-1
705,14,UBFC-rPPG,0,0,-1
706,15,UBFC-rPPG,0,0,-1
707,16,UBFC-rPPG,0,0,-1
708,17,UBFC-rPPG,0,0,-1
709,18,UBFC-rPPG,0,0,-1
710,20,UBFC-rPPG,0,0,-1
711,23,UBFC-rPPG,0,0,-1
712,24,UBFC-rPPG,0,0,-1
713,25,UBFC-rPPG,0,0,-1
714,26,UBFC-rPPG,0,0,-1
715,27,UBFC-rPPG,0,0,-1
716,3,UBFC-rPPG,0,0,-1
717,30,UBFC-rPPG,0,0,-1
718,31,UBFC-rPPG,0,0,-1
719,32,UBFC-rPPG,0,0,-1
720,33,UBFC-rPPG,0,0,-1
721,34,UBFC-rPPG,0,0,-1
722,35,UBFC-rPPG,0,0,-1
723,36,UBFC-rPPG,0,0,-1
724,37,UBFC-rPPG,0,0,-1
725,38,UBFC-rPPG,0,0,-1
726,39,UBFC-rPPG,0,0,-1
727,4,UBFC-rPPG,0,0,-1
728,40,UBFC-rPPG,0,0,-1
729,41,UBFC-rPPG,0,0,-1
730,42,UBFC-rPPG,0,0,-1
731,43,UBFC-rPPG,0,0,-1
732,44,UBFC-rPPG,0,0,-1
733,45,UBFC-rPPG,0,0,-1
734,46,UBFC-rPPG,0,0,-1
735,47,UBFC-rPPG,0,0,-1
736,48,UBFC-rPPG,0,0,-1
737,49,UBFC-rPPG,0,0,-1
738,5,UBFC-rPPG,0,0,-1
739,8,UBFC-rPPG,0,0,-1
740,9,UBFC-rPPG,0,0,-1
741,1,UBFC-rPPG,0,0,-1
742,10,UBFC-rPPG,0,0,-1
743,11,UBFC-rPPG,0,0,-1
744,12,UBFC-rPPG,0,0,-1
745,13,UBFC-rPPG,0,0,-1
746,14,UBFC-rPPG,0,0,-1
747,15,UBFC-rPPG,0,0,-1
748,16,UBFC-rPPG,0,0,-1
749,17,UBFC-rPPG,0,0,-1
750,18,UBFC-rPPG,0,0,-1
751,20,UBFC-rPPG,0,0,-1
752,23,UBFC-rPPG,0,0,-1
753,24,UBFC-rPPG,0,0,-1
754,25,UBFC-rPPG,0,0,-1
755,26,UBFC-rPPG,0,0,-1
756,27,UBFC-rPPG,0,0,-1
757,3,UBFC-rPPG,0,0,-1
758,30,UBFC-rPPG,0,0,-1
759,31,UBFC-rPPG,0,0,-1
760,32,UBFC-rPPG,0,0,-1
761,33,UBFC-rPPG,0,0,-1
762,34,UBFC-rPPG,0,0,-1
763,35,UBFC-rPPG,0,0,-1
764,36,UBFC-rPPG,0,0,-1
765,37,UBFC-rPPG,0,0,-1
766,38,UBFC-rPPG,0,0,-1
767,39,UBFC-rPPG,0,0,-1
768,4,UBFC-rPPG,0,0,-1
769,40,UBFC-rPPG,0,0,-1
770,41,UBFC-rPPG,0,0,-1
771,42,UBFC-rPPG,0,0,-1
772,43,UBFC-rPPG,0,0,-1
773,44,UBFC-rPPG,0,0,-1
774,45,UBFC-rPPG,0,0,-1
775,46,UBFC-rPPG,0,0,-1
776,47,UBFC-rPPG,0,0,-1
777,48,UBFC-rPPG,0,0,-1
778,49,UBFC-rPPG,0,0,-1
779,5,UBFC-rPPG,0,0,-1
780,8,UBFC-rPPG,0,0,-1
781,9,UBFC-rPPG,0,0,-1
782,1,UBFC-rPPG,0,0,-1
783,10,UBFC-rPPG,0,0,-1
784,11,UBFC-rPPG,0,0,-1
785,12,UBFC-rPPG,0,0,-1
786,13,UBFC-rPPG,0,0,-1
787,14,UBFC-rPPG,0,0,-1
788,15,UBFC-rPPG,0,0,-1
789,16,UBFC-rPPG,0,0,-1
790,17,UBFC-rPPG,0,0,-1
791,18,UBFC-rPPG,0,0,-1
792,20,UBFC-rPPG,0,0,-1
793,23,UBFC-rPPG,0,0,-1
794,24,UBFC-rPPG,0,0,-1
795,25,UBFC-rPPG,0,0,-1
796,26,UBFC-rPPG,0,0,-1
797,27,UBFC-rPPG,0,0,-1
798,3,UBFC-rPPG,0,0,-1
799,30,UBFC-rPPG,0,0,-1
800,31,UBFC-rPPG,0,0,-1
801,32,UBFC-rPPG,0,0,-1
802,33,UBFC-rPPG,0,0,-1
803,34,UBFC-rPPG,0,0,-1
804,35,UBFC-rPPG,0,0,-1
805,36,UBFC-rPPG,0,0,-1
806,37,UBFC-rPPG,0,0,-1
807,38,UBFC-rPPG,0,0,-1
808,39,UBFC-rPPG,0,0,-1
809,4,UBFC-rPPG,0,0,-1
810,40,UBFC-rPPG,0,0,-1
811,41,UBFC-rPPG,0,0,-1
812,42,UBFC-rPPG,0,0,-1
813,43,UBFC-rPPG,0,0,-1
814,44,UBFC-rPPG,0,0,-1
815,45,UBFC-rPPG,0,0,-1
816,46,UBFC-rPPG,0,0,-1
817,47,UBFC-rPPG,0,0,-1
818,48,UBFC-rPPG,0,0,-1
819,49,UBFC-rPPG,0,0,-1
820,5,UBFC-rPPG,0,0,-1
821,8,UBFC-rPPG,0,0,-1
822,9,UBFC-rPPG,0,0,-1
823,1,UBFC-rPPG,0,0,-1
824,10,UBFC-rPPG,0,0,-1
825,11,UBFC-rPPG,0,0,-1
826,12,UBFC-rPPG,0,0,-1
827,13,UBFC-rPPG,0,0,-1
828,14,UBFC-rPPG,0,0,-1
829,15,UBFC-rPPG,0,0,-1
830,16,UBFC-rPPG,0,0,-1
831,17,UBFC-rPPG,0,0,-1
832,18,UBFC-rPPG,0,0,-1
833,20,UBFC-rPPG,0,0,-1
834,23,UBFC-rPPG,0,0,-1
835,24,UBFC-rPPG,0,0,-1
836,25,UBFC-rPPG,0,0,-1
837,26,UBFC-rPPG,0,0,-1
838,27,UBFC-rPPG,0,0,-1
839,3,UBFC-rPPG,0,0,-1
840,30,UBFC-rPPG,0,0,-1
841,31,UBFC-rPPG,0,0,-1
842,32,UBFC-rPPG,0,0,-1
843,33,UBFC-rPPG,0,0,-1
844,34,UBFC-rPPG,0,0,-1
845,35,UBFC-rPPG,0,0,-1
846,36,UBFC-rPPG,0,0,-1
847,37,UBFC-rPPG,0,0,-1
848,38,UBFC-rPPG,0,0,-1
849,39,UBFC-rPPG,0,0,-1
850,4,UBFC-rPPG,0,0,-1
851,40,UBFC-rPPG,0,0,-1
852,41,UBFC-rPPG,0,0,-1
853,42,UBFC-rPPG,0,0,-1
854,43,UBFC-rPPG,0,0,-1
855,44,UBFC-rPPG,0,0,-1
856,45,UBFC-rPPG,0,0,-1
857,46,UBFC-rPPG,0,0,-1
858,47,UBFC-rPPG,0,0,-1
859,48,UBFC-rPPG,0,0,-1
860,49,UBFC-rPPG,0,0,-1
861,5,UBFC-rPPG,0,0,-1
862,8,UBFC-rPPG,0,0,-1
863,9,UBFC-rPPG,0,0,-1
864,1,UBFC-rPPG,0,0,-1
865,10,UBFC-rPPG,0,0,-1
866,11,UBFC-rPPG,0,0,-1
867,12,UBFC-rPPG,0,0,-1
868,13,UBFC-rPPG,0,0,-1
869,14,UBFC-rPPG,0,0,-1
870,15,UBFC-rPPG,0,0,-1
871,16,UBFC-rPPG,0,0,-1
872,17,UBFC-rPPG,0,0,-1
873,18,UBFC-rPPG,0,0,-1
874,20,UBFC-rPPG,0,0,-1
875,23,UBFC-rPPG,0,0,-1
876,24,UBFC-rPPG,0,0,-1
877,25,UBFC-rPPG,0,0,-1
878,26,UBFC-rPPG,0,0,-1
879,27,UBFC-rPPG,0,0,-1
880,3,UBFC-rPPG,0,0,-1
881,30,UBFC-rPPG,0,0,-1
882,31,UBFC-rPPG,0,0,-1
883,32,UBFC-rPPG,0,0,-1
884,33,UBFC-rPPG,0,0,-1
885,34,UBFC-rPPG,0,0,-1
886,35,UBFC-rPPG,0,0,-1
887,36,UBFC-rPPG,0,0,-1
888,37,UBFC-rPPG,0,0,-1
889,38,UBFC-rPPG,0,0,-1
890,39,UBFC-rPPG,0,0,-1
891,4,UBFC-rPPG,0,0,-1
892,40,UBFC-rPPG,0,0,-1
893,41,UBFC-rPPG,0,0,-1
894,42,UBFC-rPPG,0,0,-1
895,43,UBFC-rPPG,0,0,-1
896,44,UBFC-rPPG,0,0,-1
897,45,UBFC-rPPG,0,0,-1
898,46,UBFC-rPPG,0,0,-1
899,47,UBFC-rPPG,0,0,-1
900,48,UBFC-rPPG,0,0,-1
901,49,UBFC-rPPG,0,0,-1
902,5,UBFC-rPPG,0,0,-1
903,8,UBFC-rPPG,0,0,-1
904,9,UBFC-rPPG,0,0,-1
905,1,UBFC-rPPG,0,0,-1
906,10,UBFC-rPPG,0,0,-1
907,11,UBFC-rPPG,0,0,-1
908,12,UBFC-rPPG,0,0,-1
909,13,UBFC-rPPG,0,0,-1
910,14,UBFC-rPPG,0,0,-1
911,15,UBFC-rPPG,0,0,-1
912,16,UBFC-rPPG,0,0,-1
913,17,UBFC-rPPG,0,0,-1
914,18,UBFC-rPPG,0,0,-1
915,20,UBFC-rPPG,0,0,-1
916,23,UBFC-rPPG,0,0,-1
917,24,UBFC-rPPG,0,0,-1
918,25,UBFC-rPPG,0,0,-1
919,26,UBFC-rPPG,0,0,-1
920,27,UBFC-rPPG,0,0,-1
921,3,UBFC-rPPG,0,0,-1
922,30,UBFC-rPPG,0,0,-1
923,31,UBFC-rPPG,0,0,-1
924,32,UBFC-rPPG,0,0,-1
925,33,UBFC-rPPG,0,0,-1
926,34,UBFC-rPPG,0,0,-1
927,35,UBFC-rPPG,0,0,-1
928,36,UBFC-rPPG,0,0,-1
929,37,UBFC-rPPG,0,0,-1
930,38,UBFC-rPPG,0,0,-1
931,39,UBFC-rPPG,0,0,-1
932,4,UBFC-rPPG,0,0,-1
933,40,UBFC-rPPG,0,0,-1
934,41,UBFC-rPPG,0,0,-1
935,42,UBFC-rPPG,0,0,-1
936,43,UBFC-rPPG,0,0,-1
937,44,UBFC-rPPG,0,0,-1
938,45,UBFC-rPPG,0,0,-1
939,46,UBFC-rPPG,0,0,-1
940,47,UBFC-rPPG,0,0,-1
941,48,UBFC-rPPG,0,0,-1
942,49,UBFC-rPPG,0,0,-1
943,5,UBFC-rPPG,0,0,-1
944,8,UBFC-rPPG,0,0,-1
945,9,UBFC-rPPG,0,0,-1
946,1,UBFC-rPPG,0,0,-1
947,10,UBFC-rPPG,0,0,-1
948,11,UBFC-rPPG,0,0,-1
949,12,UBFC-rPPG,0,0,-1
950,13,UBFC-rPPG,0,0,-1
951,14,UBFC-rPPG,0,0,-1
952,15,UBFC-rPPG,0,0,-1
953,16,UBFC-rPPG,0,0,-1
954,17,UBFC-rPPG,0,0,-1
955,18,UBFC-rPPG,0,0,-1
956,20,UBFC-rPPG,0,0,-1
957,23,UBFC-rPPG,0,0,-1
958,24,UBFC-rPPG,0,0,-1
959,25,UBFC-rPPG,0,0,-1
960,26,UBFC-rPPG,0,0,-1
961,27,UBFC-rPPG,0,0,-1
962,3,UBFC-rPPG,0,0,-1
963,30,UBFC-rPPG,0,0,-1
964,31,UBFC-rPPG,0,0,-1
965,32,UBFC-rPPG,0,0,-1
966,33,UBFC-rPPG,0,0,-1
967,34,UBFC-rPPG,0,0,-1
968,35,UBFC-rPPG,0,0,-1
969,36,UBFC-rPPG,0,0,-1
970,37,UBFC-rPPG,0,0,-1
971,38,UBFC-rPPG,0,0,-1
972,39,UBFC-rPPG,0,0,-1
973,4,UBFC-rPPG,0,0,-1
974,40,UBFC-rPPG,0,0,-1
975,41,UBFC-rPPG,0,0,-1
976,42,UBFC-rPPG,0,0,-1
977,43,UBFC-rPPG,0,0,-1
978,44,UBFC-rPPG,0,0,-1
979,45,UBFC-rPPG,0,0,-1
980,46,UBFC-rPPG,0,0,-1
981,47,UBFC-rPPG,0,0,-1
982,48,UBFC-rPPG,0,0,-1
983,49,UBFC-rPPG,0,0,-1
984,5,UBFC-rPPG,0,0,-1
985,8,UBFC-rPPG,0,0,-1
986,9,UBFC-rPPG,0,0,-1
987,11,UBFC-PHYS,1,109,T2
988,13,UBFC-PHYS,99,125,T1
989,13,UBFC-PHYS,99,195,T2
990,14,UBFC-PHYS,102,255,T1
991,14,UBFC-PHYS,102,429,T2
992,15,UBFC-PHYS,102,607,T1
993,15,UBFC-PHYS,102,633,T2
994,16,UBFC-PHYS,102,726,T1
995,16,UBFC-PHYS,102,844,T2
996,17,UBFC-PHYS,102,935,T1
997,17,UBFC-PHYS,102,938,T2
998,18,UBFC-PHYS,111,951,T1
999,18,UBFC-PHYS,111,965,T2
1000,19,UBFC-PHYS,111,989,T1
1001,19,UBFC-PHYS,111,990,T2
1002,2,UBFC-PHYS,134,1023,T1
1003,2,UBFC-PHYS,134,1031,T2
1004,20,UBFC-PHYS,134,1033,T1
1005,20,UBFC-PHYS,134,1063,T2
1006,1,UBFC-rPPG,0,0,-1
1007,10,UBFC-rPPG,0,0,-1
1008,11,UBFC-rPPG,0,0,-1
1009,12,UBFC-rPPG,0,0,-1
1010,13,UBFC-rPPG,0,0,-1
1011,14,UBFC-rPPG,0,0,-1
1012,15,UBFC-rPPG,0,0,-1
1013,16,UBFC-rPPG,0,0,-1
1014,17,UBFC-rPPG,0,0,-1
1015,18,UBFC-rPPG,0,0,-1
1016,20,UBFC-rPPG,0,0,-1
1017,23,UBFC-rPPG,0,0,-1
1018,24,UBFC-rPPG,0,0,-1
1019,25,UBFC-rPPG,0,0,-1
1020,26,UBFC-rPPG,0,0,-1
1021,27,UBFC-rPPG,0,0,-1
1022,3,UBFC-rPPG,0,0,-1
1023,30,UBFC-rPPG,0,0,-1
1024,31,UBFC-rPPG,0,0,-1
1025,32,UBFC-rPPG,0,0,-1
1026,33,UBFC-rPPG,0,0,-1
1027,34,UBFC-rPPG,0,0,-1
1028,35,UBFC-rPPG,0,0,-1
1029,36,UBFC-rPPG,0,0,-1
1030,21,UBFC-PHYS,134,1097,T1
1031,37,UBFC-rPPG,0,0,-1
1032,38,UBFC-rPPG,0,0,-1
1033,39,UBFC-rPPG,0,0,-1
1034,4,UBFC-rPPG,0,0,-1
1035,40,UBFC-rPPG,0,0,-1
1036,41,UBFC-rPPG,0,0,-1
1037,42,UBFC-rPPG,0,0,-1
1038,43,UBFC-rPPG,0,0,-1
1039,44,UBFC-rPPG,0,0,-1
1040,45,UBFC-rPPG,0,0,-1
1041,46,UBFC-rPPG,0,0,-1
1042,47,UBFC-rPPG,0,0,-1
1043,48,UBFC-rPPG,0,0,-1
1044,49,UBFC-rPPG,0,0,-1
1045,5,UBFC-rPPG,0,0,-1
1046,8,UBFC-rPPG,0,0,-1
1047,9,UBFC-rPPG,0,0,-1
1048,1,UBFC-rPPG,0,0,-1
1049,10,UBFC-rPPG,0,0,-1
1050,11,UBFC-rPPG,0,0,-1
1051,12,UBFC-rPPG,0,0,-1
1052,13,UBFC-rPPG,0,0,-1
1053,14,UBFC-rPPG,0,0,-1
1054,15,UBFC-rPPG,0,0,-1
1055,16,UBFC-rPPG,0,0,-1
1056,17,UBFC-rPPG,0,0,-1
1057,18,UBFC-rPPG,0,0,-1
1058,20,UBFC-rPPG,0,0,-1
1059,23,UBFC-rPPG,0,0,-1
1060,24,UBFC-rPPG,0,0,-1
1061,25,UBFC-rPPG,0,0,-1
1062,26,UBFC-rPPG,0,0,-1
1063,27,UBFC-rPPG,0,0,-1
1064,3,UBFC-rPPG,0,0,-1
1065,30,UBFC-rPPG,0,0,-1
1066,31,UBFC-rPPG,0,0,-1
1067,32,UBFC-rPPG,0,0,-1
1068,33,UBFC-rPPG,0,0,-1
1069,34,UBFC-rPPG,0,0,-1
1070,35,UBFC-rPPG,0,0,-1
1071,36,UBFC-rPPG,0,0,-1
1072,37,UBFC-rPPG,0,0,-1
1073,38,UBFC-rPPG,0,0,-1
1074,39,UBFC-rPPG,0,0,-1
1075,4,UBFC-rPPG,0,0,-1
1076,40,UBFC-rPPG,0,0,-1
1077,41,UBFC-rPPG,0,0,-1
1078,42,UBFC-rPPG,0,0,-1
1079,43,UBFC-rPPG,0,0,-1
1080,44,UBFC-rPPG,0,0,-1
1081,45,UBFC-rPPG,0,0,-1
1082,46,UBFC-rPPG,0,0,-1
1083,47,UBFC-rPPG,0,0,-1
1084,48,UBFC-rPPG,0,0,-1
1085,49,UBFC-rPPG,0,0,-1
1086,5,UBFC-rPPG,0,0,-1
1087,8,UBFC-rPPG,0,0,-1
1088,9,UBFC-rPPG,0,0,-1
1089,1,UBFC-rPPG,0,0,-1
1090,10,UBFC-rPPG,0,0,-1
1091,11,UBFC-rPPG,0,0,-1
1092,12,UBFC-rPPG,0,0,-1
1093,13,UBFC-rPPG,0,0,-1
1094,14,UBFC-rPPG,0,0,-1
1095,15,UBFC-rPPG,0,0,-1
1096,16,UBFC-rPPG,0,0,-1
1097,17,UBFC-rPPG,0,0,-1
1098,18,UBFC-rPPG,0,0,-1
1099,20,UBFC-rPPG,0,0,-1
1100,23,UBFC-rPPG,0,0,-1
1101,24,UBFC-rPPG,0,0,-1
1102,25,UBFC-rPPG,0,0,-1
1103,26,UBFC-rPPG,0,0,-1
1104,27,UBFC-rPPG,0,0,-1
1105,3,UBFC-rPPG,0,0,-1
1106,30,UBFC-rPPG,0,0,-1
1107,31,UBFC-rPPG,0,0,-1
1108,32,UBFC-rPPG,0,0,-1
1109,33,UBFC-rPPG,0,0,-1
1110,34,UBFC-rPPG,0,0,-1
1111,35,UBFC-rPPG,0,0,-1
1112,36,UBFC-rPPG,0,0,-1
1113,37,UBFC-rPPG,0,0,-1
1114,38,UBFC-rPPG,0,0,-1
1115,39,UBFC-rPPG,0,0,-1
1116,4,UBFC-rPPG,0,0,-1
1117,40,UBFC-rPPG,0,0,-1
1118,41,UBFC-rPPG,0,0,-1
1119,42,UBFC-rPPG,0,0,-1
1120,43,UBFC-rPPG,0,0,-1
1121,44,UBFC-rPPG,0,0,-1
1122,45,UBFC-rPPG,0,0,-1
1123,46,UBFC-rPPG,0,0,-1
1124,47,UBFC-rPPG,0,0,-1
1125,48,UBFC-rPPG,0,0,-1
1126,49,UBFC-rPPG,0,0,-1
1127,5,UBFC-rPPG,0,0,-1
1128,8,UBFC-rPPG,0,0,-1
1129,9,UBFC-rPPG,0,0,-1
1130,1,UBFC-rPPG,0,0,-1
1131,10,UBFC-rPPG,0,0,-1
1132,11,UBFC-rPPG,0,0,-1
1133,12,UBFC-rPPG,0,0,-1
1134,13,UBFC-rPPG,0,0,-1
1135,14,UBFC-rPPG,0,0,-1
1136,15,UBFC-rPPG,0,0,-1
1137,16,UBFC-rPPG,0,0,-1
1138,17,UBFC-rPPG,0,0,-1
1139,18,UBFC-rPPG,0,0,-1
1140,20,UBFC-rPPG,0,0,-1
1141,23,UBFC-rPPG,0,0,-1
1142,24,UBFC-rPPG,0,0,-1
1143,25,UBFC-rPPG,0,0,-1
1144,26,UBFC-rPPG,0,0,-1
1145,27,UBFC-rPPG,0,0,-1
1146,3,UBFC-rPPG,0,0,-1
1147,30,UBFC-rPPG,0,0,-1
1148,31,UBFC-rPPG,0,0,-1
1149,32,UBFC-rPPG,0,0,-1
1150,33,UBFC-rPPG,0,0,-1
1151,34,UBFC-rPPG,0,0,-1
1152,35,UBFC-rPPG,0,0,-1
1153,36,UBFC-rPPG,0,0,-1
1154,37,UBFC-rPPG,0,0,-1
1155,38,UBFC-rPPG,0,0,-1
1156,39,UBFC-rPPG,0,0,-1
1157,4,UBFC-rPPG,0,0,-1
1158,40,UBFC-rPPG,0,0,-1
1159,41,UBFC-rPPG,0,0,-1
1160,42,UBFC-rPPG,0,0,-1
1161,43,UBFC-rPPG,0,0,-1
1162,44,UBFC-rPPG,0,0,-1
1163,45,UBFC-rPPG,0,0,-1
1164,46,UBFC-rPPG,0,0,-1
1165,47,UBFC-rPPG,0,0,-1
1166,48,UBFC-rPPG,0,0,-1
1167,49,UBFC-rPPG,0,0,-1
1168,5,UBFC-rPPG,0,0,-1
1169,8,UBFC-rPPG,0,0,-1
1170,9,UBFC-rPPG,0,0,-1
1171,1,UBFC-rPPG,0,0,-1
1172,10,UBFC-rPPG,0,0,-1
1173,11,UBFC-rPPG,0,0,-1
1174,1,UBFC-rPPG,0,0,-1
1175,10,UBFC-rPPG,0,0,-1
1176,11,UBFC-rPPG,0,0,-1
1177,12,UBFC-rPPG,0,0,-1
1178,13,UBFC-rPPG,0,0,-1
1179,14,UBFC-rPPG,0,0,-1
1180,15,UBFC-rPPG,0,0,-1
1181,16,UBFC-rPPG,0,0,-1
1182,17,UBFC-rPPG,0,0,-1
1183,18,UBFC-rPPG,0,0,-1
1184,20,UBFC-rPPG,0,0,-1
1185,23,UBFC-rPPG,0,0,-1
1186,24,UBFC-rPPG,0,0,-1
1187,25,UBFC-rPPG,0,0,-1
1188,26,UBFC-rPPG,0,0,-1
1189,27,UBFC-rPPG,0,0,-1
1190,3,UBFC-rPPG,0,0,-1
1191,30,UBFC-rPPG,0,0,-1
1192,31,UBFC-rPPG,0,0,-1
1193,32,UBFC-rPPG,0,0,-1
1194,33,UBFC-rPPG,0,0,-1
1195,34,UBFC-rPPG,0,0,-1
1196,35,UBFC-rPPG,0,0,-1
1197,36,UBFC-rPPG,0,0,-1
1198,37,UBFC-rPPG,0,0,-1
1199,38,UBFC-rPPG,0,0,-1
1200,39,UBFC-rPPG,0,0,-1
1201,4,UBFC-rPPG,0,0,-1
1202,40,UBFC-rPPG,0,0,-1
1203,41,UBFC-rPPG,0,0,-1
1204,42,UBFC-rPPG,0,0,-1
1205,43,UBFC-rPPG,0,0,-1
1206,44,UBFC-rPPG,0,0,-1
1207,45,UBFC-rPPG,0,0,-1
1208,46,UBFC-rPPG,0,0,-1
1209,47,UBFC-rPPG,0,0,-1
1210,48,UBFC-rPPG,0,0,-1
1211,49,UBFC-rPPG,0,0,-1
1212,5,UBFC-rPPG,0,0,-1
1213,8,UBFC-rPPG,0,0,-1
1214,9,UBFC-rPPG,0,0,-1
1215,4,UBFC-rPPG,0,0,-1
1216,5,UBFC-rPPG,0,0,-1
1217,1,UBFC-rPPG,0,0,-1
1218,8,UBFC-rPPG,0,0,-1
1219,1,UBFC-rPPG,0,0,-1
1220,10,UBFC-rPPG,0,0,-1
1221,11,UBFC-rPPG,0,0,-1
1222,12,UBFC-rPPG,0,0,-1
1223,13,UBFC-rPPG,0,0,-1
1224,14,UBFC-rPPG,0,0,-1
1225,15,UBFC-rPPG,0,0,-1
1226,16,UBFC-rPPG,0,0,-1
1227,17,UBFC-rPPG,0,0,-1
1228,18,UBFC-rPPG,0,0,-1
1229,20,UBFC-rPPG,0,0,-1
1230,23,UBFC-rPPG,0,0,-1
1231,24,UBFC-rPPG,0,0,-1
1232,25,UBFC-rPPG,0,0,-1
1233,26,UBFC-rPPG,0,0,-1
1234,27,UBFC-rPPG,0,0,-1
1235,3,UBFC-rPPG,0,0,-1
1236,30,UBFC-rPPG,0,0,-1
1237,31,UBFC-rPPG,0,0,-1
1238,32,UBFC-rPPG,0,0,-1
1239,33,UBFC-rPPG,0,0,-1
1240,34,UBFC-rPPG,0,0,-1
1241,35,UBFC-rPPG,0,0,-1
1242,36,UBFC-rPPG,0,0,-1
1243,37,UBFC-rPPG,0,0,-1
1244,38,UBFC-rPPG,0,0,-1
1245,39,UBFC-rPPG,0,0,-1
1246,4,UBFC-rPPG,0,0,-1
1247,40,UBFC-rPPG,0,0,-1
1248,41,UBFC-rPPG,0,0,-1
1249,42,UBFC-rPPG,0,0,-1
1250,43,UBFC-rPPG,0,0,-1
1251,44,UBFC-rPPG,0,0,-1
1252,45,UBFC-rPPG,0,0,-1
1253,46,UBFC-rPPG,0,0,-1
1254,47,UBFC-rPPG,0,0,-1
1255,48,UBFC-rPPG,0,0,-1
1256,49,UBFC-rPPG,0,0,-1
1257,5,UBFC-rPPG,0,0,-1
1258,8,UBFC-rPPG,0,0,-1
1259,9,UBFC-rPPG,0,0,-1
1260,1,UBFC-rPPG,0,0,-1
1261,10,UBFC-rPPG,0,0,-1
1262,11,UBFC-rPPG,0,0,-1
1263,12,UBFC-rPPG,0,0,-1
1264,13,UBFC-rPPG,0,0,-1
1265,14,UBFC-rPPG,0,0,-1
1266,15,UBFC-rPPG,0,0,-1
1267,16,UBFC-rPPG,0,0,-1
1268,17,UBFC-rPPG,0,0,-1
1269,18,UBFC-rPPG,0,0,-1
1270,20,UBFC-rPPG,0,0,-1
1271,23,UBFC-rPPG,0,0,-1
1272,24,UBFC-rPPG,0,0,-1
1273,25,UBFC-rPPG,0,0,-1
1274,26,UBFC-rPPG,0,0,-1
1275,27,UBFC-rPPG,0,0,-1
1276,3,UBFC-rPPG,0,0,-1
1277,30,UBFC-rPPG,0,0,-1
1278,31,UBFC-rPPG,0,0,-1
1279,32,UBFC-rPPG,0,0,-1
1280,33,UBFC-rPPG,0,0,-1
1281,34,UBFC-rPPG,0,0,-1
1282,35,UBFC-rPPG,0,0,-1
1283,36,UBFC-rPPG,0,0,-1
1284,37,UBFC-rPPG,0,0,-1
1285,38,UBFC-rPPG,0,0,-1
1286,39,UBFC-rPPG,0,0,-1
1287,4,UBFC-rPPG,0,0,-1
1288,40,UBFC-rPPG,0,0,-1
1289,41,UBFC-rPPG,0,0,-1
1290,42,UBFC-rPPG,0,0,-1
1291,43,UBFC-rPPG,0,0,-1
1292,44,UBFC-rPPG,0,0,-1
1293,45,UBFC-rPPG,0,0,-1
1294,46,UBFC-rPPG,0,0,-1
1295,47,UBFC-rPPG,0,0,-1
1296,48,UBFC-rPPG,0,0,-1
1297,49,UBFC-rPPG,0,0,-1
1298,5,UBFC-rPPG,0,0,-1
1299,8,UBFC-rPPG,0,0,-1
1300,9,UBFC-rPPG,0,0,-1
1301,1,UBFC-rPPG,0,0,-1
1302,10,UBFC-rPPG,0,0,-1
1303,11,UBFC-rPPG,0,0,-1
1304,12,UBFC-rPPG,0,0,-1
1305,13,UBFC-rPPG,0,0,-1
1306,14,UBFC-rPPG,0,0,-1
1307,15,UBFC-rPPG,0,0,-1
1308,16,UBFC-rPPG,0,0,-1
1309,17,UBFC-rPPG,0,0,-1
1310,18,UBFC-rPPG,0,0,-1
1311,20,UBFC-rPPG,0,0,-1
1312,23,UBFC-rPPG,0,0,-1
1313,24,UBFC-rPPG,0,0,-1
